"","date","NABAN","PESO.Sum"
"51",2011-02-01,"2710119900",119423050.15
"52",2011-02-01,"2710192100",245002343.9
"53",2011-02-01,"2710111300",12288794.4
"54",2011-02-01,"2710111900",42081204
"55",2011-02-01,"2710193600",134031.82
"56",2011-02-01,"2710193900",30500.97
"57",2011-02-01,"2710191900",3666839.87
"58",2011-02-01,"2710193100",2.7
"59",2011-02-01,"2710191400",6.33
"60",2011-02-01,"2710193200",43456.65
"61",2011-02-01,"2710192200",444779.77
"62",2011-03-01,"2710111900",917.14
"63",2011-03-01,"2710119400",6.25
"64",2011-03-01,"2710191200",20267.15
"65",2011-03-01,"2710191900",4502813.95
"66",2011-03-01,"2710193400",233866.5
"67",2011-03-01,"2710193500",12426945.96
"68",2011-03-01,"2710193700",799308.79
"69",2011-03-01,"2710193800",2283004.05
"70",2011-03-01,"2710193900",358367.2
"71",2011-03-01,"2710193600",200489.92
"72",2011-03-01,"2710111300",1128343.37
"73",2011-03-01,"2710191300",106.7
"74",2011-03-01,"2710119900",92922080.84
"75",2011-03-01,"2710193100",215.12
"76",2011-03-01,"2710119100",155539.2
"77",2011-03-01,"2710192100",78677417.3
"78",2011-03-01,"2710193200",138976.72
"79",2011-03-01,"2710193300",385750.35
"80",2011-03-01,"2710111100",2.71
"81",2011-04-01,"2710119100",513.01
"82",2011-04-01,"2710191200",3818.16
"83",2011-04-01,"2710191900",4533218.62
"84",2011-04-01,"2710193400",280135.05
"85",2011-04-01,"2710193500",6676691.04
"86",2011-04-01,"2710193600",186980.28
"87",2011-04-01,"2710193800",2676060.1
"88",2011-04-01,"2710193900",502085.71
"89",2011-04-01,"2710192100",272192808.3
"90",2011-04-01,"2710193700",722715.16
"91",2011-04-01,"2710193100",18.45
"92",2011-04-01,"2710111300",1126367.29
"93",2011-04-01,"2710111900",6385642
"94",2011-04-01,"2710119900",125341867.78
"95",2011-04-01,"2710191400",4
"96",2011-04-01,"2710193300",1010173.99
"97",2011-04-01,"2710990000",22.84
"98",2011-04-01,"2710193200",79468.15
"99",2011-04-01,"2710191500",301460
"100",2011-05-01,"2710119100",153064.19
"101",2011-05-01,"2710192900",1192.06
"102",2011-05-01,"2710193400",281187.15
"103",2011-05-01,"2710193700",628050.99
"104",2011-05-01,"2710193800",2359898.43
"105",2011-05-01,"2710193900",1971595.31
"106",2011-05-01,"2710193600",244799.39
"107",2011-05-01,"2710111300",10677444.99
"108",2011-05-01,"2710193500",16431807.7
"109",2011-05-01,"2710191400",412
"110",2011-05-01,"2710193200",162421.83
"111",2011-05-01,"2710191900",4986966.51
"112",2011-05-01,"2710111900",6689181
"113",2011-05-01,"2710119400",7924.19
"114",2011-05-01,"2710119900",62698282.81
"115",2011-05-01,"2710192100",257531805.17
"116",2011-05-01,"2710193300",350965.28
"117",2011-05-01,"2710990000",14.58
"118",2011-05-01,"2710191500",320760
"119",2011-06-01,"2710119100",411.3
"120",2011-06-01,"2710191900",4859532.46
"121",2011-06-01,"2710193400",320698.05
"122",2011-06-01,"2710193500",10865164.07
"123",2011-06-01,"2710193600",246336.36
"124",2011-06-01,"2710193700",689455.12
"125",2011-06-01,"2710193800",1939236.62
"126",2011-06-01,"2710193900",363940.58
"127",2011-06-01,"2710111900",12611903.7
"128",2011-06-01,"2710192100",183967016.81
"129",2011-06-01,"2710111300",23937143.37
"130",2011-06-01,"2710193300",371773.67
"131",2011-06-01,"2710111100",0.03
"132",2011-06-01,"2710112000",468457
"133",2011-06-01,"2710119400",4227.55
"134",2011-06-01,"2710119900",121855905.19
"135",2011-06-01,"2710192900",232
"136",2011-06-01,"2710193100",5.77
"137",2011-06-01,"2710193200",97907.28
"138",2011-07-01,"2710119900",129775126.59
"139",2011-07-01,"2710119100",10.64
"140",2011-07-01,"2710191200",2.94
"141",2011-07-01,"2710192900",449.1
"142",2011-07-01,"2710193400",340127.92
"143",2011-07-01,"2710193500",5880262.5
"144",2011-07-01,"2710193600",131043.15
"145",2011-07-01,"2710193700",609581.92
"146",2011-07-01,"2710193800",1544373.87
"147",2011-07-01,"2710193900",2389046.25
"148",2011-07-01,"2710191900",3622586.34
"149",2011-07-01,"2710111300",14563382.72
"150",2011-07-01,"2710193300",798000.51
"151",2011-07-01,"2710193200",38713.03
"152",2011-07-01,"2710192100",104996330.79
"153",2011-07-01,"2710192200",15.23
"154",2011-07-01,"2710111900",26.65
"155",2011-07-01,"2710119200",5.5
"156",2011-08-01,"2710112000",5
"157",2011-08-01,"2710119100",151911.89
"158",2011-08-01,"2710191200",5.93
"159",2011-08-01,"2710191900",4655463.67
"160",2011-08-01,"2710193400",346230.87
"161",2011-08-01,"2710193500",13095943.62
"162",2011-08-01,"2710193700",528571.41
"163",2011-08-01,"2710193800",1691922.91
"164",2011-08-01,"2710193900",861704.35
"165",2011-08-01,"2710111900",6502025
"166",2011-08-01,"2710192100",77633687.2
"167",2011-08-01,"2710193600",197788.74
"168",2011-08-01,"2710193300",577013.4
"169",2011-08-01,"2710111300",4473318.41
"170",2011-08-01,"2710119400",9058
"171",2011-08-01,"2710119900",136711086.72
"172",2011-08-01,"2710192200",22
"173",2011-08-01,"2710192900",22671.2
"174",2011-08-01,"2710193100",973.14
"175",2011-09-01,"2710119100",499.64
"176",2011-09-01,"2710192900",189.4
"177",2011-09-01,"2710193400",326013.22
"178",2011-09-01,"2710193600",224564.36
"179",2011-09-01,"2710193800",1556385.25
"180",2011-09-01,"2710193900",1298951.3
"181",2011-09-01,"2710111900",19783746.88
"182",2011-09-01,"2710193500",10102524.6
"183",2011-09-01,"2710111300",25441166.46
"184",2011-09-01,"2710191900",5337022.15
"185",2011-09-01,"2710193200",188402.26
"186",2011-09-01,"2710193300",518388.21
"187",2011-09-01,"2710193100",20.25
"188",2011-09-01,"2710193700",700136.09
"189",2011-09-01,"2710112000",2.75
"190",2011-09-01,"2710119400",4128.39
"191",2011-09-01,"2710119900",90604085.16
"192",2011-09-01,"2710192100",241275348.21
"193",2011-09-01,"2710191300",536.7
"194",2011-10-01,"2710119100",148799.91
"195",2011-10-01,"2710191900",4073824.02
"196",2011-10-01,"2710192900",464
"197",2011-10-01,"2710193200",161353.99
"198",2011-10-01,"2710193400",322007.8
"199",2011-10-01,"2710193500",10120272.63
"200",2011-10-01,"2710193600",181222.43
"201",2011-10-01,"2710193800",1346039.25
"202",2011-10-01,"2710193900",672711.28
"203",2011-10-01,"2710111900",27612402.12
"204",2011-10-01,"2710192100",178892274.9
"205",2011-10-01,"2710111300",15660569.5
"206",2011-10-01,"2710193700",407172.7
"207",2011-10-01,"2710193300",809341.3
"208",2011-10-01,"2710111100",1173
"209",2011-10-01,"2710112000",1596412
"210",2011-10-01,"2710119900",123801213.95
"211",2011-10-01,"2710191200",0.48
"212",2011-10-01,"2710191400",3.5
"213",2011-10-01,"2710990000",11.34
"214",2011-10-01,"2710193100",185
"215",2011-11-01,"2710111900",6631910.66
"216",2011-11-01,"2710119100",563.85
"217",2011-11-01,"2710191200",7.73
"218",2011-11-01,"2710191400",1.91
"219",2011-11-01,"2710191900",17849482.34
"220",2011-11-01,"2710192100",298138594.46
"221",2011-11-01,"2710192900",42.2
"222",2011-11-01,"2710193400",292985.08
"223",2011-11-01,"2710193500",10077967.07
"224",2011-11-01,"2710193600",347522.66
"225",2011-11-01,"2710193700",425525.2
"226",2011-11-01,"2710193800",2023374.39
"227",2011-11-01,"2710193900",2406828.05
"228",2011-11-01,"2710193300",732060.47
"229",2011-11-01,"2710193200",77554.78
"230",2011-11-01,"2710111300",29082068.31
"231",2011-11-01,"2710119200",14.34
"232",2011-11-01,"2710119400",2317.89
"233",2011-11-01,"2710119900",134129645.93
"234",2011-11-01,"2710192200",14.48
"235",2011-12-01,"2710119100",151153.9
"236",2011-12-01,"2710191200",45625.84
"237",2011-12-01,"2710191900",12195371.6
"238",2011-12-01,"2710192900",536.7
"239",2011-12-01,"2710193400",183706.34
"240",2011-12-01,"2710193500",7912053.27
"241",2011-12-01,"2710193600",228924.22
"242",2011-12-01,"2710193700",639788.83
"243",2011-12-01,"2710193800",1941530.99
"244",2011-12-01,"2710193900",566521.12
"245",2011-12-01,"2710111900",19835242.36
"246",2011-12-01,"2710193200",12909.54
"247",2011-12-01,"2710119200",3.5
"248",2011-12-01,"2710119900",33742168.42
"249",2011-12-01,"2710192100",26823617
"250",2011-12-01,"2710193100",278.62
"251",2011-12-01,"2710193300",601029.96
"252",2011-12-01,"2710111300",525
"253",2012-01-01,"2710193400",306432.58
"254",2012-01-01,"2710193500",10359068.96
"255",2012-01-01,"2710193800",2008975.01
"256",2012-01-01,"2710193900",591659.61
"257",2012-01-01,"2710191900",5034057.08
"258",2012-01-01,"2710193600",121180.06
"259",2012-01-01,"2710121900",20040745.79
"260",2012-01-01,"2710121300",24555589.92
"261",2012-01-01,"2710193700",701835.49
"262",2012-01-01,"2710191300",1453.6
"263",2012-01-01,"2710193200",1636.8
"264",2012-01-01,"2710193100",2.17
"265",2012-01-01,"2710129100",155001.12
"266",2012-01-01,"2710129400",6118.91
"267",2012-01-01,"2710129900",185834680.92
"268",2012-01-01,"2710192100",360131036.2
"269",2012-01-01,"2710192900",30
"270",2012-01-01,"2710193300",512677.74
"271",2012-01-01,"2710200000",4497.79
"272",2012-01-01,"2710990000",51.22
"273",2012-01-01,"2710191200",21.98
"274",2012-02-01,"2710193400",311948.41
"275",2012-02-01,"2710193600",276133.59
"276",2012-02-01,"2710193800",2218855.04
"277",2012-02-01,"2710193900",1182574.74
"278",2012-02-01,"2710191900",5074693.13
"279",2012-02-01,"2710193500",13693094.54
"280",2012-02-01,"2710121900",33114546
"281",2012-02-01,"2710129900",113629668.59
"282",2012-02-01,"2710121300",59052554.82
"283",2012-02-01,"2710193700",543914.86
"284",2012-02-01,"2710193300",749185.12
"285",2012-02-01,"2710129100",36.52
"286",2012-02-01,"2710121100",49
"287",2012-02-01,"2710192100",171675265.6
"288",2012-02-01,"2710192200",32.77
"289",2012-02-01,"2710192900",10
"290",2012-02-01,"2710193200",74232.73
"291",2012-02-01,"2710200000",7288.66
"292",2012-02-01,"2710990000",18.95
"293",2012-02-01,"2710193100",315.57
"294",2012-02-01,"2710129500",5.5
"295",2012-02-01,"2710191200",7625.66
"296",2012-02-01,"2710191500",257410
"297",2012-03-01,"2710129100",334279.5
"298",2012-03-01,"2710191200",2.03
"299",2012-03-01,"2710191900",11230059.79
"300",2012-03-01,"2710193400",172745.91
"301",2012-03-01,"2710193500",4544600.46
"302",2012-03-01,"2710193600",208664.21
"303",2012-03-01,"2710193700",804606.8
"304",2012-03-01,"2710193800",1664903.66
"305",2012-03-01,"2710193900",608895.69
"306",2012-03-01,"2710121900",20080384.22
"307",2012-03-01,"2710129900",160468999.66
"308",2012-03-01,"2710193300",773364.73
"309",2012-03-01,"2710192100",217442866.45
"310",2012-03-01,"2710121300",84338971.71
"311",2012-03-01,"2710193200",21032.25
"312",2012-03-01,"2710129500",1445
"313",2012-03-01,"2710193100",1604.92
"314",2012-03-01,"2710200000",34754.24
"315",2012-03-01,"2710191300",169436.8
"316",2012-04-01,"2710129100",124122.7
"317",2012-04-01,"2710191900",10309132.41
"318",2012-04-01,"2710192900",70.8
"319",2012-04-01,"2710193400",317657.81
"320",2012-04-01,"2710193600",278604.83
"321",2012-04-01,"2710193700",590089.18
"322",2012-04-01,"2710193800",2243343.91
"323",2012-04-01,"2710193900",2134269.06
"324",2012-04-01,"2710192100",152771349.18
"325",2012-04-01,"2710121300",35116278.3
"326",2012-04-01,"2710193500",7329993.1
"327",2012-04-01,"2710193200",29426.19
"328",2012-04-01,"2710121900",16981145
"329",2012-04-01,"2710129900",99178161.92
"330",2012-04-01,"2710193300",447208.95
"331",2012-04-01,"2710121100",54
"332",2012-04-01,"2710129400",2340.18
"333",2012-04-01,"2710191200",1.29
"334",2012-04-01,"2710200000",35080.82
"335",2012-04-01,"2710990000",117.74
"336",2012-04-01,"2710193100",185
"337",2012-05-01,"2710129100",90704.07
"338",2012-05-01,"2710191200",19772.02
"339",2012-05-01,"2710191300",536.7
"340",2012-05-01,"2710193200",1480.69
"341",2012-05-01,"2710193300",578614.14
"342",2012-05-01,"2710193400",252580.12
"343",2012-05-01,"2710193500",12121494.09
"344",2012-05-01,"2710193600",210696.36
"345",2012-05-01,"2710193800",1739274.36
"346",2012-05-01,"2710193900",698607.05
"347",2012-05-01,"2710990000",35.33
"348",2012-05-01,"2710193700",908461.82
"349",2012-05-01,"2710121300",61504401.5
"350",2012-05-01,"2710121900",21517876.33
"351",2012-05-01,"2710129400",3806.65
"352",2012-05-01,"2710129500",3
"353",2012-05-01,"2710129900",162218219.37
"354",2012-05-01,"2710191900",7579862.29
"355",2012-05-01,"2710192100",381404738.97
"356",2012-05-01,"2710192200",16.84
"357",2012-05-01,"2710200000",2440.44
"358",2012-06-01,"2710121900",22916224
"359",2012-06-01,"2710129100",301545.36
"360",2012-06-01,"2710191900",9567265.37
"361",2012-06-01,"2710192900",63.7
"362",2012-06-01,"2710193400",342271.63
"363",2012-06-01,"2710193500",13288206.18
"364",2012-06-01,"2710193600",178494.77
"365",2012-06-01,"2710193700",656222.17
"366",2012-06-01,"2710193800",2750493.97
"367",2012-06-01,"2710193900",1009224.23
"368",2012-06-01,"2710121300",36983205
"369",2012-06-01,"2710193200",307.49
"370",2012-06-01,"2710192100",372309283.8
"371",2012-06-01,"2710193100",7975.18
"372",2012-06-01,"2710129400",2348.93
"373",2012-06-01,"2710129900",158029031.3
"374",2012-06-01,"2710192200",15.57
"375",2012-06-01,"2710193300",714965.72
"376",2012-06-01,"2710200000",34654.45
"377",2012-06-01,"2710990000",153.04
"378",2012-06-01,"2710191300",5.33
"379",2012-07-01,"2710129100",150431.81
"380",2012-07-01,"2710191200",14.43
"381",2012-07-01,"2710191900",9345368.76
"382",2012-07-01,"2710193300",724842.12
"383",2012-07-01,"2710193400",211395.65
"384",2012-07-01,"2710193600",225547.83
"385",2012-07-01,"2710193700",459467.66
"386",2012-07-01,"2710193800",1847085.46
"387",2012-07-01,"2710193900",1247992.84
"388",2012-07-01,"2710121300",69929422.3
"389",2012-07-01,"2710192100",352918780.81
"390",2012-07-01,"2710193500",17443646.47
"391",2012-07-01,"2710193200",186.71
"392",2012-07-01,"2710121900",30582602.29
"393",2012-07-01,"2710129900",161985304.61
"394",2012-07-01,"2710193100",88.1
"395",2012-07-01,"2710200000",68372.11
"396",2012-07-01,"2710990000",36.43
"397",2012-07-01,"2710191400",3
"398",2012-08-01,"2710121300",47355276.26
"399",2012-08-01,"2710121900",31263548.4
"400",2012-08-01,"2710129100",240191.76
"401",2012-08-01,"2710193400",156270.93
"402",2012-08-01,"2710193500",11097884.42
"403",2012-08-01,"2710193700",604203.24
"404",2012-08-01,"2710193800",1877626.35
"405",2012-08-01,"2710193900",3322933.75
"406",2012-08-01,"2710191900",4225605.75
"407",2012-08-01,"2710192100",217410166.26
"408",2012-08-01,"2710193200",21.18
"409",2012-08-01,"2710193600",189941.97
"410",2012-08-01,"2710193300",760231.8
"411",2012-08-01,"2710129400",5362.69
"412",2012-08-01,"2710129900",35521877.47
"413",2012-08-01,"2710191200",4.86
"414",2012-08-01,"2710192200",22.86
"415",2012-08-01,"2710193100",185
"416",2012-08-01,"2710990000",343.5
"417",2012-09-01,"2710129100",242815.73
"418",2012-09-01,"2710191200",328.31
"419",2012-09-01,"2710191900",4891173.82
"420",2012-09-01,"2710193400",304636.14
"421",2012-09-01,"2710193500",9500397.56
"422",2012-09-01,"2710193600",138326.43
"423",2012-09-01,"2710193800",1437905.41
"424",2012-09-01,"2710193900",599616.04
"425",2012-09-01,"2710192100",282277727.87
"426",2012-09-01,"2710193700",815393.43
"427",2012-09-01,"2710121300",15486379.43
"428",2012-09-01,"2710192900",67.01
"429",2012-09-01,"2710193200",2.26
"430",2012-09-01,"2710193300",1201748.8
"431",2012-09-01,"2710193100",2233.87
"432",2012-09-01,"2710121100",8
"433",2012-09-01,"2710121900",21013742.54
"434",2012-09-01,"2710129900",229070524.58
"435",2012-09-01,"2710192200",0.02
"436",2012-09-01,"2710200000",37451.79
"437",2012-09-01,"2710990000",32.5
"438",2012-10-01,"2710121900",29500711.02
"439",2012-10-01,"2710129100",359795.08
"440",2012-10-01,"2710129400",5.17
"441",2012-10-01,"2710191900",5526330.71
"442",2012-10-01,"2710193400",343167.76
"443",2012-10-01,"2710193700",697443.01
"444",2012-10-01,"2710193800",2206692.86
"445",2012-10-01,"2710193900",840524.96
"446",2012-10-01,"2710129900",159420990.15
"447",2012-10-01,"2710121300",14860890.97
"448",2012-10-01,"2710193600",191599.87
"449",2012-10-01,"2710193300",839187.16
"450",2012-10-01,"2710193200",16533.87
"451",2012-10-01,"2710193100",309.01
"452",2012-10-01,"2710193500",7376151.53
"453",2012-10-01,"2710121100",2.01
"454",2012-10-01,"2710191200",19903.68
"455",2012-10-01,"2710192100",228336744
"456",2012-10-01,"2710192200",0.03
"457",2012-10-01,"2710200000",34382.29
"458",2012-11-01,"2710129100",324968.47
"459",2012-11-01,"2710191200",1.99
"460",2012-11-01,"2710191900",5525772.57
"461",2012-11-01,"2710193400",216222.9
"462",2012-11-01,"2710193500",4076003.23
"463",2012-11-01,"2710193600",406428.02
"464",2012-11-01,"2710193700",989171.95
"465",2012-11-01,"2710193800",2601565.48
"466",2012-11-01,"2710193900",706508.58
"467",2012-11-01,"2710121900",19061925.91
"468",2012-11-01,"2710121300",52987910.77
"469",2012-11-01,"2710193200",140.83
"470",2012-11-01,"2710193300",1051346.88
"471",2012-11-01,"2710121100",11609094.34
"472",2012-11-01,"2710129400",1893.25
"473",2012-11-01,"2710129900",74294682.8
"474",2012-11-01,"2710192100",229328912.01
"475",2012-11-01,"2710200000",38414.8
"476",2012-11-01,"2710990000",163
"477",2012-12-01,"2710121300",14770238.11
"478",2012-12-01,"2710129100",377341.15
"479",2012-12-01,"2710191200",53.6
"480",2012-12-01,"2710191900",17256151.26
"481",2012-12-01,"2710193400",249788.42
"482",2012-12-01,"2710193500",11095558.75
"483",2012-12-01,"2710193700",642213.01
"484",2012-12-01,"2710193800",2306028.02
"485",2012-12-01,"2710193900",1598277.27
"486",2012-12-01,"2710990000",454
"487",2012-12-01,"2710193200",38041.7
"488",2012-12-01,"2710193600",225304.23
"489",2012-12-01,"2710193300",521531.17
"490",2012-12-01,"2710129900",82631236.5
"491",2012-12-01,"2710121100",5821.04
"492",2012-12-01,"2710121900",28589011.16
"493",2012-12-01,"2710129400",4422.07
"494",2012-12-01,"2710129500",1.68
"495",2012-12-01,"2710192100",99926991.72
"496",2012-12-01,"2710192200",25.85
"497",2012-12-01,"2710200000",39045.67
"498",2012-12-01,"2710193100",185
"499",2012-12-01,"2710192900",103
"500",2013-01-01,"2710129100",300268.63
"501",2013-01-01,"2710191200",28.33
"502",2013-01-01,"2710191900",5791720.75
"503",2013-01-01,"2710193400",409746.9
"504",2013-01-01,"2710193500",8354795.96
"505",2013-01-01,"2710193800",2110050.19
"506",2013-01-01,"2710193900",4491852.34
"507",2013-01-01,"2710193700",570797.41
"508",2013-01-01,"2710121300",60923571.28
"509",2013-01-01,"2710193600",179782.77
"510",2013-01-01,"2710193300",947485.3
"511",2013-01-01,"2710193200",6.37
"512",2013-01-01,"2710121100",5082.4
"513",2013-01-01,"2710121900",29153959.9
"514",2013-01-01,"2710129900",117672631.35
"515",2013-01-01,"2710191300",7.73
"516",2013-01-01,"2710192100",455662016.4
"517",2013-01-01,"2710192200",3.39
"518",2013-01-01,"2710192900",91
"519",2013-01-01,"2710200000",35933.56
"520",2013-02-01,"2710129100",420372.58
"521",2013-02-01,"2710191900",3209376.89
"522",2013-02-01,"2710193400",163725.23
"523",2013-02-01,"2710193500",7228921.98
"524",2013-02-01,"2710193600",199910.27
"525",2013-02-01,"2710193700",731213.54
"526",2013-02-01,"2710193800",1365870.39
"527",2013-02-01,"2710193900",2027106.73
"528",2013-02-01,"2710121300",36075233.31
"529",2013-02-01,"2710192900",87.88
"530",2013-02-01,"2710121900",20859713.05
"531",2013-02-01,"2710193300",389454.25
"532",2013-02-01,"2710990000",955.89
"533",2013-02-01,"2710121100",3
"534",2013-02-01,"2710129400",2315.31
"535",2013-02-01,"2710129900",88328588.13
"536",2013-02-01,"2710192100",264169780.2
"537",2013-02-01,"2710192200",323.4
"538",2013-02-01,"2710193100",5.27
"539",2013-02-01,"2710200000",2128.33
"540",2013-03-01,"2710129100",250093.72
"541",2013-03-01,"2710191200",22057.88
"542",2013-03-01,"2710193400",2016921.37
"543",2013-03-01,"2710193500",10651596.34
"544",2013-03-01,"2710193600",371576.53
"545",2013-03-01,"2710193800",2305362.45
"546",2013-03-01,"2710193900",1684657.6
"547",2013-03-01,"2710191900",4728225.81
"548",2013-03-01,"2710193700",440140.97
"549",2013-03-01,"2710193200",16735.86
"550",2013-03-01,"2710193300",792424.03
"551",2013-03-01,"2710121300",36934945.99
"552",2013-03-01,"2710121900",31692233
"553",2013-03-01,"2710129400",1984.31
"554",2013-03-01,"2710129900",136270730
"555",2013-03-01,"2710192100",248108042
"556",2013-03-01,"2710192200",7601072
"557",2013-03-01,"2710193100",2266.05
"558",2013-04-01,"2710121300",53359900.32
"559",2013-04-01,"2710121900",21066469.67
"560",2013-04-01,"2710191200",42.08
"561",2013-04-01,"2710191900",3244063.8
"562",2013-04-01,"2710193400",507725.25
"563",2013-04-01,"2710193500",13866438.21
"564",2013-04-01,"2710193600",411919.72
"565",2013-04-01,"2710193700",1102799.89
"566",2013-04-01,"2710193800",2777993.48
"567",2013-04-01,"2710193900",1251022.98
"568",2013-04-01,"2710192200",2841.5
"569",2013-04-01,"2710193200",4489.3
"570",2013-04-01,"2710193300",700334.88
"571",2013-04-01,"2710200000",22702.21
"572",2013-04-01,"2710129100",179412.5
"573",2013-04-01,"2710129900",144819916.52
"574",2013-04-01,"2710193100",111.51
"575",2013-04-01,"2710121100",7.34
"576",2013-04-01,"2710129400",166.72
"577",2013-04-01,"2710192100",158555702.9
"578",2013-04-01,"2710990000",6
"579",2013-05-01,"2710129100",251205.33
"580",2013-05-01,"2710129900",235548811.53
"581",2013-05-01,"2710191200",59.9
"582",2013-05-01,"2710191900",4392812.06
"583",2013-05-01,"2710193400",669839.19
"584",2013-05-01,"2710193500",7507605.71
"585",2013-05-01,"2710193600",371733.37
"586",2013-05-01,"2710193800",3124487.17
"587",2013-05-01,"2710193900",3622074.65
"588",2013-05-01,"2710121300",54315247.49
"589",2013-05-01,"2710193700",750223.59
"590",2013-05-01,"2710193300",873090.94
"591",2013-05-01,"2710193200",2319.6
"592",2013-05-01,"2710192100",367565593.47
"593",2013-05-01,"2710121100",40.11
"594",2013-05-01,"2710121900",10395104.01
"595",2013-05-01,"2710129400",1178.65
"596",2013-05-01,"2710129500",72.36
"597",2013-05-01,"2710191400",1132.42
"598",2013-05-01,"2710192200",380
"599",2013-05-01,"2710192900",1724.52
"600",2013-05-01,"2710193100",10973.76
"601",2013-05-01,"2710200000",18270.7
"602",2013-05-01,"2710990000",72.99
"603",2013-06-01,"2710129100",318020.8
"604",2013-06-01,"2710191200",166.63
"605",2013-06-01,"2710191900",93941.16
"606",2013-06-01,"2710193200",5666.23
"607",2013-06-01,"2710193400",254432.69
"608",2013-06-01,"2710193500",8386754.77
"609",2013-06-01,"2710193600",284803.92
"610",2013-06-01,"2710193800",2121268.11
"611",2013-06-01,"2710193900",2055022.22
"612",2013-06-01,"2710192900",1274
"613",2013-06-01,"2710193300",514760.35
"614",2013-06-01,"2710193700",757813.49
"615",2013-06-01,"2710121300",35599433.09
"616",2013-06-01,"2710129900",112824685.6
"617",2013-06-01,"2710193100",647.53
"618",2013-06-01,"2710121100",263.91
"619",2013-06-01,"2710121900",10981419.33
"620",2013-06-01,"2710129400",3769.32
"621",2013-06-01,"2710192100",206613733.13
"622",2013-06-01,"2710192200",1838.8
"623",2013-06-01,"2710200000",20115.31
"624",2013-06-01,"2710990000",136.1
"625",2013-06-01,"2710191400",17220
"626",2013-07-01,"2710129100",342173.09
"627",2013-07-01,"2710191200",5.87
"628",2013-07-01,"2710193200",5945.32
"629",2013-07-01,"2710193400",222519.57
"630",2013-07-01,"2710193500",11040859.16
"631",2013-07-01,"2710193600",212283.55
"632",2013-07-01,"2710193700",625832.35
"633",2013-07-01,"2710193800",2253147.31
"634",2013-07-01,"2710121300",42228349
"635",2013-07-01,"2710193900",2076625.71
"636",2013-07-01,"2710191900",67007.31
"637",2013-07-01,"2710193300",686153.74
"638",2013-07-01,"2710129900",194531469.9
"639",2013-07-01,"2710193100",2355.83
"640",2013-07-01,"2710121100",5.12
"641",2013-07-01,"2710121900",10590954.46
"642",2013-07-01,"2710129400",1606.68
"643",2013-07-01,"2710191400",157
"644",2013-07-01,"2710192100",404657985
"645",2013-07-01,"2710192200",11.71
"646",2013-07-01,"2710200000",19014.59
"647",2013-08-01,"2710121300",23461812.55
"648",2013-08-01,"2710129100",11221.92
"649",2013-08-01,"2710191200",192
"650",2013-08-01,"2710191900",6516170.77
"651",2013-08-01,"2710193200",33229.23
"652",2013-08-01,"2710193400",288194.07
"653",2013-08-01,"2710193500",10176278.78
"654",2013-08-01,"2710193600",300179.62
"655",2013-08-01,"2710193700",1449162.76
"656",2013-08-01,"2710193800",3010682.78
"657",2013-08-01,"2710200000",36553.22
"658",2013-08-01,"2710193900",2670999.63
"659",2013-08-01,"2710193300",931215.84
"660",2013-08-01,"2710129500",642
"661",2013-08-01,"2710129900",90115245.94
"662",2013-08-01,"2710121100",7.79
"663",2013-08-01,"2710121900",10938920.44
"664",2013-08-01,"2710129400",3742.59
"665",2013-08-01,"2710192100",244358832
